text,label
5,humano
Qual o valor,humano
4,humano
Sim,humano
Sim,humano
Jóia,humano
start,humano
Diabetes,humano
start,humano
start,humano
start,humano
start,humano
4,humano
Informações sobre o novo Coronavírus,humano
start,humano
start,humano
Quer  q eu o faça?,humano
Vc vai encerrar o contato ou posso aguardar para continuar conversando com vc,humano
start,humano
"Dor de cabeça, Febre, Dor de garganta",humano
sem problema,humano
1,humano
"38,2°",humano
start,humano
Mudei aqui,humano
Ok,humano
Outros,humano
Prazo para recebimento,humano
000.000.000.00,humano
Uma crise renal,humano
Certo,humano
Nao,humano
start,humano
boa noite,humano
?,humano
start,humano
Sim,humano
Tchau,humano
Nao,humano
start,humano
Pelo que entendi ele começou a carregar,humano
start,humano
Boa noite,humano
4,humano
Ceará,humano
1,humano
Sim,humano
Tá certo,humano
Oi,humano
NÃO,humano
Sim,humano
Oi,humano
1,humano
start,humano
start,humano
Sim,humano
Sim,humano
start,humano
ok. Obrigada!,humano
Homem,humano
Eu não tenho mais o envelope,humano
aqui em casa somos 4,humano
22,humano
2,humano
1,humano
Vi a opção depois,humano
Vc já enviou o email?,humano
Não,humano
start,humano
start,humano
start,humano
Ok,humano
start,humano
Não.,humano
1,humano
Transferência,humano
Quero fazer minha autoavaliação,humano
Ola,humano
Sim,humano
Sim,humano
2,humano
❓ Informações sobre o novo Coronavírus (COVID-19),humano
Só 60,humano
"Ah, me desculpe, pensei que era para agendamento ",humano
start,humano
Idosa,humano
😎,humano
vamos la,humano
Essa é Pessoa física,humano
Sim já vou imprimir e vou lá  pra assinar obrigado,humano
Corona vírus,humano
start,humano
Sim,humano
start,humano
sim,humano
Sim,humano
Sim,humano
Não,humano
start,humano
Diferentes lugares,humano
start,humano
ok,humano
Brigada,humano
Eeiiii,humano
start,humano
Sim,humano
Já falei enfermagem,humano
start,humano
10,humano
7,humano
Não tenho,humano
Oi,humano
Qual número que liga,humano
3,humano
Ensino médio completo,humano
Deu certo ?,humano
4,humano
start,humano
não tenho ainda,humano
Tbm,humano
Olá,humano
2,humano
start,humano
start,humano
Thanks,humano
Não. Só isso mesmo,humano
start,humano
Ola,humano
nao,humano
10,humano
Configurar,humano
Sim,humano
start,humano
6,humano
Sim,humano
start,humano
1,humano
Como tenho acesso a serviços de saúde mental durante a pandemia?,humano
start,humano
Então muito obrigado,humano
Hoje é horário de feriado,humano
Bom dia,humano
Tá dando erro,humano
start,humano
Pra vc tbm,humano
Oi,humano
Hoje faz nove dias dos sintomas,humano
Encerrar atendimento ❌,humano
Oi,humano
Sim,humano
Sim,humano
No chip,humano
start,humano
Onde fazer o teste pra saber se ja foi contaminda,humano
1,humano
Outros,humano
Perguntei a vizinhos,humano
Ok,humano
start,humano
quanto vai terminar o islamento e volta ao rotina normal,humano
"Sim,",humano
Boa noite,humano
Ok,humano
15,humano
Né casa loterica recebe,humano
start,humano
Masculino,humano
Obrigado,humano
1,humano
start,humano
start,humano
"E a questão do juros por parcela, poderia me explicar melhor por favor?",humano
"Febre, Tosse, Dores no corpo, Diarreia",humano
7,humano
start,humano
Chegar com quantos dias,humano
Outros,humano
App,humano
Homem,humano
1 semana,humano
Não,humano
bem,humano
Não,humano
Outros,humano
start,humano
Boa tarde,humano
start,humano
start,humano
21 de setembro,humano
Boa noite,humano
Ja tomei a pouco,humano
start,humano
Sim,humano
"Estou a uma semana com febre que vai e volta , minha tosse voltou , estou a uns dias sem olfato e paladar e com muita dor na região das costas próximo as rins , náuseas e vômitos ",humano
Oi,humano
"Falta de ar, Febre acima de 38°C persistente por mais de 48h",humano
start,humano
minha mulher sentiu sensação de febre,humano
start,humano
ok,humano
start,humano
start,humano
5,humano
start,humano
NÃO,humano
Sim,humano
start,humano
No débito passa,humano
start,humano
1. Como se apresenta?,humano
start,humano
Bom dia,humano
Não,humano
start,humano
A nota passo p pessoa,humano
Pra continuar o caso,humano
7,humano
boa tarde,humano
start,humano
oi,humano
7,humano
Mais a gente também precisa ficar isolada não é?,humano
2,humano
Sim,humano
Problemas respiratórios,humano
E ela não está lendo,humano
A outra,humano
start,humano
start,humano
"Desde sexta, hj eh o primeiro dia q n tenho febre 🙌🏼",humano
Quero informações,humano
Não,humano
Ok,humano
Mas tá menos do que ontem,humano
Isso,humano
start,humano
Não,humano
Meu caso é apenas pressão alta,humano
start,humano
Sim,humano
Como funciona,humano
Sim,humano
Sim,humano
oi,humano
era bom de uma vez,humano
Sim,humano
start,humano
Não tem um q não seja 0800?,humano
Mulher,humano
｜,humano
A retirada é feita com transferência?,humano
marcio,humano
start,humano
ok,humano
start,humano
Ok,humano
start,humano
start,humano
Ok,humano
Venda,humano
Não,humano
"Sim, tudo bem?",humano
Mal estar intenso,humano
Nao,humano
Não,humano
start,humano
Não,humano
start,humano
Você bloqueou a sua localização.,humano
Sim aparece,humano
Começar,humano
Bom dia,humano
Não,humano
nenhuma alternativa,humano
start,humano
Há dias apresento sintomas de asma um desconforto na garganta.Na maioria das vezes russo.Dói meu peito.Sou alérgica.Tem algo a ver ou devo procurar o serviço de saúde?,humano
Não,humano
Boleto em 12 vezes,humano
Sério,humano
Para trayamento nao,humano
Entendi,humano
start,humano
Não,humano
"Olá, bom dia",humano
start,humano
10,humano
1,humano
start,humano
Dor no corpo,humano
Ok,humano
Boa tarde,humano
Não,humano
start,humano
Só isso mesmo,humano
Estou indo trabalhar e onde eu trabalho teve pessoas com suspeita,humano
Se eu vou ter o dinheiro de volta,humano
start,humano
Sim,humano
Boa noite,humano
Mandei novamente,humano
start,humano
2,humano
N,humano
❓ Informações sobre o novo Coronavírus (COVID-19),humano
Certo,humano
start,humano
start,humano
start,humano
start,humano
??,humano
1,humano
Sim,humano
Baixei o app nao consigo cadrasta para ver saldo,humano
Por isso estou achando estranho,humano
start,humano
start,humano
start,humano
Já consegui obg,humano
Só com esses sintomas é possível,humano
Tudo bem,humano
Ok,humano
2,humano
1 - Empreendimentos,humano
start,humano
start,humano
start,humano
start,humano
Não,humano
5,humano
Sim,humano
start,humano
3,humano
Nem imagino,humano
Ok,humano
10,humano
start,humano
start,humano
Não,humano
start,humano
Pelo o atendimento,humano
Uhum.,humano
Sim,humano
Ok,humano
2,humano
Blz,humano
Não,humano
2,humano
start,humano
Ola,humano
Codigo de erro 70,humano
"Sentir uma crise de tosse durante a madruga, porém não sentir febre, cansaço, estou sentindo gosto de tudo",humano
Para fazer,humano
2,humano
1,humano
start,humano
33,humano
2,humano
Desconforto nasal,humano
Olái,humano
Pois o cartão já chegou,humano
start,humano
Nenhum desses sintomas,humano
8,humano
Não,humano
start,humano
1. Quais as medidas de proteção?,humano
Nao,humano
Nao,humano
E uma dor mais queimacao no lado direito da barriga,humano
Mais vou tentar,humano
Mitos e verdades sobre a doença ⁉️,humano
Ou,humano
start,humano
start,humano
Oi Ernesto boa tarde,humano
start,humano
start,humano
Marina,humano
start,humano
7,humano
Não,humano
Apareceu isso,humano
5,humano
Sim,humano
start,humano
start,humano
start,humano
Perila,humano
sim,humano
1,humano
Oi,humano
Sim,humano
Faz muito tempo,humano
start,humano
1,humano
Beleza,humano
start,humano
Qero.or.cartao,humano
Erica,humano
8,humano
Mas tive que tirar essa duvida pq nunca se sabe..,humano
start,humano
Oi,humano
start,humano
Deve tomar essas medicações ou suspende e procura uma UPA?,humano
3,humano
Ela vai e volta,humano
10 Amei,humano
O que é o novo Coronavírus? 🦠,humano
3,humano
Pressão alta,humano
CE,humano
Obg,humano
Sim,humano
Não quero compartilhar minha localização,humano
Outros,humano
5,humano
Estou com febre,humano
start,humano
mais ou menos,humano
5,humano
Sim,humano
Muito obg,humano
Sim,humano
Bom dia,humano
start,humano
Devo me preocupar com essa doença?,humano
Amanhã pela manhã faz 24 hrs,humano
sim,humano
start,humano
Hoje ela não quer ir,humano
Boa tarde,humano
7,humano
Não estou doente,humano
start,humano
Dia 21,humano
Sim,humano
Acabei de abrir,humano
start,humano
Voltou já com esse sintoma.,humano
start,humano
Poriquanto não,humano
Obrigado,humano
2,humano
oi,humano
6 em horas,humano
Sim,humano
start,humano
Quero fazer minha autoavaliação,humano
Não,humano
7,humano
Nao caiu,humano
é referente ao que,humano
Ok,humano
4,humano
Não,humano
Dipirona,humano
4,humano
start,humano
Nao foi so em uma,humano
2,humano
10,humano
vem,humano
1,humano
start,humano
Encerrar atendimento ❌,humano
gastronomia,humano
start,humano
start,humano
Iane,humano
No momento só a sensação febriu,humano
Boa noite,humano
a onde vou para marcar agendamento?,humano
Quanto sai a vista,humano
Como me proteger?,humano
start,humano
"Tá bom, mais por via das dúvidas vou esperar",humano
Não,humano
"Febre, Diarreia, Dores no corpo",humano
start,humano
Entradas,humano
Nao,humano
start,humano
Em 4,humano
D nada,humano
👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19),humano
Ola,humano
Sim,humano
Sim,humano
start,humano
start,humano
start,humano
Começar,humano
.,humano
Boa noite,humano
Terça,humano
start,humano
Chasback,humano
Eu falo com voces,humano
Ou e só pra receber?,humano
Mulher,humano
"Oi sinto muita for de cabeça, não sinto gosto nem cheiro de nada",humano
start,humano
E dor de cabeça leve,humano
Sim,humano
start,humano
mulher,humano
start,humano
Sim,humano
1,humano
start,humano
Oi,humano
Boa noite,humano
👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19),humano
Sim,humano
Sim,humano
2. Quem são mais afetados?,humano
Ola,humano
start,humano
start,humano
start,humano
start,humano
Aham,humano
Sim,humano
Qual é,humano
Vocês recolhem?,humano
?,humano
ola boa tarde tudo bem,humano
start,humano
1,humano
start,humano
Olá boa noite,humano
2,humano
start,humano
Sim,humano
start,humano
Erro 70,humano
start,humano
start,humano
start,humano
start,humano
start,humano
start,humano
Outros,humano
Já sincronizou,humano
Daniel,humano
Tipo copo colher talheres essas coisas né isso,humano
Renho que pagar,humano
Nenhum desses problemas,humano
start,humano
start,humano
start,humano
ochi de novo,humano
Eu fico traquila ate o momento.pq nao tenho falta de ar e nem febre,humano
Eu acho que não,humano
start,humano
start,humano
Ok,humano
start,humano
6,humano
Não,humano
Sim,humano
Alguns desapareceram,humano
Não,humano
td bem,humano
Será que por aqui resolve,humano
Ok,humano
start,humano
Horas,humano
start,humano
Obrigado  a equipe  também,humano
Sim,humano
Tudo bem,humano
Mal estar intenso,humano
Eu queria tirar uma dúvida,humano
💛 Cuidados com a Saúde Mental,humano
Ok,humano
4,humano
Quero ver a lista atualizada,humano
Ok,humano
Esse link está  pedindo uma senha se eu  fiz cadastro p/zap,humano
start,humano
Sim,humano
Qual a orientação que vc me dá?,humano
Desejo enviar uma,humano
start,humano
5,humano
Sim,humano
start,humano
start,humano
start,humano
Oi,humano
Fico no aguardo,humano
Obrigado  !,humano
De manhã das 8h às 12h,humano
Já tenho o cidigo,humano
Prefiro digitar meu CEP,humano
Efetuei o pagamento,humano
Não,humano
Então o dinheiro volta hoje para o aplicativo,humano
Não,humano
Ok,humano
É um bom medicamento?,humano
start,humano
Quase um mês,humano
E eu dei o remedio a poucos minutos,humano
Traferencia,humano
Não,humano
Certo mais e aí,humano
Tenho interesse. Pode me passar mais informações?,humano
Está,humano
start,humano
5,humano
Me ajude,humano
Tenho interesse,humano
NÃO,humano
Ok obrigado,humano
Sim,humano
10,humano
start,humano
1,humano
não,humano
ah tá,humano
start,humano
38,humano
Não,humano
start,humano
2,humano
Já consegui,humano
start,humano
Entendi,humano
start,humano
start,humano
2,humano
Aí queria saber se é a msm taxa,humano
Olá! Gostaria de ajuda.,humano
start,humano
Mulher,humano
Onde fica?,humano
start,humano
6. Voltar para o menu principal,humano
Se eu compra avista,humano
Nap,humano
Não,humano
start,humano
Continuo transmitindo?,humano
Por favor  mim atendao,humano
Não,humano
Isso,humano
"Agora está, só deu uma pausa durante um curto período da tarde. Sinto tb uma leve dor no peito",humano
Pode sim,humano
Mulher,humano
start,humano
start,humano
Quero fazer minha autoavaliação,humano
"Não, nada",humano
Ok,humano
Ok,humano
Me informe todos por favor,humano
Empreendimentos,humano
Quem é você,humano
"Coriza, Mal estar Geral, Dor de Cabeça",humano
start,humano
2,humano
start,humano
O atendimento não é até as 20:00 horas,humano
Estou com sintomas de covid a 8 dias,humano
O que fazer quando sentir os sintomas? 🤧,humano
Tá bom então vou ver,humano
Ok,humano
e agaora vou ao hospital  pois estou trabalhando e preciso de atestado,humano
Quando arroto da enjoo,humano
Sim,humano
Bom dia,humano
start,humano
Olá boa noite,humano
Nao,humano
"Bom dia.
Estou com alguns dos sintomas do Covid 19, em especial a falta de ar que já dura vários dias. O que fazer?",humano
2,humano
Bom dia!,humano
Como sei isso?,humano
Nenhum desses problemas,humano
start,humano
start,humano
9,humano
Começar,humano
Posso fazer uma compra?,humano
qual estao desponivel,humano
Quando eu tusso da um aperto no meio dos peitos,humano
Usei não,humano
7,humano
Nao,humano
Não,humano
Ela falou que todo dia sente,humano
horários,humano
14,humano
Começar,humano
start,humano
Ok no aguardo,humano
Não tem uns minutos,humano
Quero fazer minha autoavaliação,humano
start,humano
sim,humano
Outros,humano
start,humano
Isso,humano
Sim,humano
"Bom dia! Estou com (tosse, diarréia, dores insuportáveis no copo, sem paladare e olfato)",humano
"Não,  obrigada ",humano
start,humano
start,humano
Começar,humano
"Queria saber so saber se 
Tenho suspeita de covid 
Ou não",humano
??,humano
Certo muito obrigada,humano
Ok,humano
Vinicius,humano
Não,humano
4,humano
Ok,humano
Boa noite,humano
Sábado febre e tosse,humano
start,humano
E agora?,humano
Estou aguardando,humano
Não,humano
Bom dia!,humano
Mitos e verdades sobre a doença ⁉️,humano
Nao gostaria de passar,humano
Bom dia,humano
start,humano
X,humano
Problemas respiratórios,humano
start,humano
Isso,humano
e tbm nao to conseguindo enviar o comprovante de pagamento,humano
start,humano
start,humano
start,humano
start,humano
start,humano
estressado e ansioso,humano
Boa noite,humano
Ok,humano
Não,humano
1,humano
Entendi,humano
Boa tarde,humano
Obrigado,humano
7,humano
Sim,humano
start,humano
Sim,humano
start,humano
start,humano
start,humano
start,humano
casos por cidade,humano
Até,humano
start,humano
Vou fazer isso,humano
ruim hein,humano
renite alérgica e sinusite,humano
Começar,humano
😄,humano
nao,humano
10,humano
Sua,humano
Sim,humano
Preciso saber sobre esse credito,humano
Ma,humano
start,humano
Não,humano
start,humano
Sim,humano
start,humano
Sim,humano
7,humano
Certo,humano
Olá bom dia,humano
start,humano
start,humano
start,humano
start,humano
Tevi em uma que a mulher falou que vai chega genérico daqui há 30 dias,humano
Tudo bem,humano
Como vai ser então ?,humano
start,humano
4,humano
Otima noite,humano
Obrigada,humano
Ok,humano
42,humano
start,humano
Quais são os riscos? 😷,humano
Nao,humano
Ok,humano
